customer_id,age,gender,join_date,city,occupation,monthly_income_EGP,credit_score
101307,24,F,2019-12-16,Ismailia,Doctor,15041.92,712
101308,68,F,2025-04-03,Luxor,Teacher,6914.95,693
101309,25,F,2020-01-12,Mansoura,Manager,1500.0,631
101310,59,F,2020-10-05,Tanta,Teacher,14954.4,631
101311,69,M,2021-05-16,Aswan,Student,1500.0,723
101312,32,M,2024-10-06,Luxor,Student,22632.58,717
101313,64,M,2019-07-16,Aswan,Teacher,27891.28,536
101314,46,M,2021-08-17,Luxor,Clerk,1500.61,795
101315,50,F,2020-05-29,Mansoura,Accountant,20419.61,741
101316,69,F,2019-08-07,Cairo,Clerk,14792.78,627
101317,47,F,2021-11-15,Ismailia,Sales,7999.69,586
101318,56,M,2020-07-16,Tanta,Sales,8373.02,738
101319,44,F,2021-01-27,Mansoura,Accountant,17235.83,689
101320,53,M,2019-09-30,Giza,Doctor,11680.39,707
101321,46,F,2020-04-04,Cairo,Sales,1500.0,695
101322,55,F,2020-11-03,Suez,Accountant,28584.12,747
101323,74,M,2019-12-30,Giza,Freelancer,15465.39,718
101324,50,M,2019-06-04,Suez,Clerk,11583.91,607
101325,54,M,2025-04-01,Ismailia,Teacher,6252.61,602
101326,44,F,2020-05-16,Ismailia,Engineer,10488.32,678
101327,72,F,2021-07-15,Giza,Unemployed,22153.5,833
101328,50,F,2020-01-06,Ismailia,Engineer,14092.95,638
101329,21,M,2019-11-04,Alexandria,Engineer,15003.0,679
101330,39,M,2020-01-01,Aswan,Teacher,2006.64,721
101331,19,F,2020-01-04,Damanhour,Doctor,9202.96,616
101332,27,F,2020-07-03,Mansoura,Sales,12408.41,713
101333,22,M,2020-07-02,Suez,Sales,17572.53,651
101334,27,M,2020-04-26,Tanta,Freelancer,8673.47,749
101335,50,F,2019-04-12,Damanhour,Sales,19422.95,574
101336,71,M,2020-04-24,Alexandria,Student,2845.17,835
101337,55,M,2019-05-10,Cairo,Accountant,12556.29,625
101338,30,M,2019-04-05,Cairo,Teacher,11219.08,691
101339,48,F,2024-03-03,Mansoura,Freelancer,1500.0,650
101340,64,F,2020-10-12,Damanhour,Student,11618.33,563
101341,53,F,2021-01-24,Damanhour,Freelancer,7339.16,716
101342,62,F,2019-12-26,Mansoura,Sales,23310.2,628
101343,41,M,2023-08-05,Suez,Manager,8717.95,692
101344,69,M,2020-12-12,Luxor,Unemployed,14806.96,585
101345,73,F,2021-10-23,Mansoura,Freelancer,2151.66,629
101346,32,M,2019-11-18,Ismailia,Accountant,13892.55,626
101347,46,F,2025-03-03,Aswan,Accountant,8679.63,694
101348,25,M,2022-04-17,Damanhour,Unemployed,5789.79,674
101349,22,M,2022-09-08,Luxor,Manager,34671.14,635
101350,46,M,2019-05-13,Mansoura,Clerk,9172.41,620
101351,64,M,2019-08-10,Cairo,Student,10304.41,675
101352,21,M,2019-08-24,Tanta,Teacher,19215.95,665
101353,29,M,2019-08-10,Cairo,Engineer,5852.59,660
101354,62,F,2022-09-15,Mansoura,Doctor,15226.18,807
101355,19,M,2019-01-23,Aswan,Clerk,16082.56,694
101356,44,F,2019-02-25,Aswan,Engineer,13957.6,803
101357,48,F,2019-08-13,Cairo,Accountant,30370.71,644
101358,68,F,2019-06-06,Suez,Unemployed,5565.85,646
101359,68,F,2019-07-04,Giza,Clerk,24300.8,609
101360,53,F,2022-01-24,Tanta,Accountant,15777.12,674
101361,53,M,2020-08-02,Ismailia,Teacher,19275.6,623
101362,43,M,2019-01-05,Cairo,Freelancer,14729.87,612
101363,60,M,2020-01-28,Giza,Engineer,27026.22,497
101364,44,F,2020-01-02,Aswan,Manager,9439.38,767
101365,22,F,2019-03-26,Ismailia,Engineer,15977.76,619
101366,37,M,2021-02-28,Ismailia,Teacher,22443.78,767
101367,28,M,2021-04-27,Ismailia,Clerk,7529.26,642
101368,27,F,2021-06-12,Aswan,Manager,20003.49,701
101369,57,M,2021-07-01,Damanhour,Doctor,11850.89,655
101370,55,F,2019-01-01,Suez,Unemployed,2120.93,683
101371,23,F,2024-11-24,Suez,Sales,1500.0,569
101372,25,F,2022-03-24,Giza,Engineer,11273.44,744
101373,40,F,2023-06-29,Giza,Manager,19927.08,620
101374,64,F,2019-01-12,Tanta,Manager,1500.0,724
101375,43,M,2024-03-16,Damanhour,Clerk,13603.6,533
101376,63,F,2022-03-07,Aswan,Accountant,19139.02,589
101377,60,F,2022-06-24,Alexandria,Unemployed,1776.4,679
101378,29,M,2019-03-10,Alexandria,Sales,6928.27,636
101379,43,M,2021-07-28,Mansoura,Student,16578.94,686
101380,30,M,2025-03-01,Alexandria,Sales,18788.3,666
101381,57,M,2021-03-05,Alexandria,Clerk,24832.79,796
101382,35,F,2020-08-14,Luxor,Teacher,7309.27,693
101383,42,F,2024-07-31,Aswan,Student,5475.39,615
101384,50,M,2020-02-14,Aswan,Accountant,25221.48,618
101385,64,M,2020-10-02,Damanhour,Engineer,5960.47,746
101386,57,F,2020-03-28,Giza,Clerk,16058.28,527
101387,60,M,2024-03-05,Suez,Engineer,29464.92,694
101388,29,M,2019-02-25,Ismailia,Manager,18021.67,560
101389,61,F,2020-05-01,Alexandria,Doctor,18266.16,738
101390,53,F,2021-03-23,Suez,Engineer,22224.53,615
101391,65,M,2022-01-03,Suez,Clerk,16198.94,692
101392,21,M,2020-09-04,Ismailia,Unemployed,18304.56,652
101393,22,M,2023-08-05,Damanhour,Engineer,9259.28,539
101394,73,F,2024-06-16,Ismailia,Student,21279.7,701
101395,54,F,2019-02-16,Luxor,Doctor,15307.85,592
101396,25,M,2019-12-27,Luxor,Doctor,1500.0,714
101397,59,F,2019-01-17,Ismailia,Sales,13943.55,569
101398,66,F,2019-10-07,Aswan,Sales,1500.0,669
101399,45,M,2020-06-22,Mansoura,Sales,17711.3,653
101400,48,M,2023-08-19,Cairo,Doctor,10131.59,601
101401,26,F,2022-08-05,Mansoura,Sales,27244.42,760
101402,71,M,2019-04-06,Luxor,Engineer,15917.05,652
101403,68,M,2019-03-10,Luxor,Unemployed,19393.45,616
101404,46,F,2020-09-14,Giza,Accountant,3606.21,673
101405,31,F,2020-06-15,Aswan,Student,17476.6,533
101406,57,F,2019-08-05,Cairo,Teacher,6874.74,846
101407,58,F,2023-05-27,Giza,Engineer,20724.14,563
101408,39,F,2024-01-10,Luxor,Accountant,3053.18,694
101409,28,M,2019-12-27,Damanhour,Accountant,12878.46,654
101410,40,F,2023-03-28,Mansoura,Accountant,2736.94,744
101411,18,M,2019-12-06,Alexandria,Freelancer,13006.48,664
101412,63,M,2021-07-23,Giza,Accountant,28179.9,598
101413,54,F,2020-03-28,Ismailia,Manager,17770.14,501
101414,38,F,2019-04-02,Mansoura,Engineer,11738.97,507
101415,43,M,2024-01-16,Alexandria,Student,1500.0,630
101416,63,F,2020-02-28,Alexandria,Student,7714.5,759
101417,53,M,2021-07-17,Damanhour,Accountant,15797.23,516
101418,71,M,2019-11-17,Alexandria,Doctor,7913.14,797
101419,40,M,2019-01-14,Luxor,Unemployed,23417.2,736
101420,74,F,2019-03-16,Suez,Unemployed,12572.31,542
101421,18,F,2020-04-24,Suez,Engineer,20628.76,563
101422,71,M,2021-03-30,Tanta,Unemployed,13639.21,571
101423,72,F,2019-10-13,Cairo,Engineer,9792.14,673
101424,68,M,2021-04-12,Damanhour,Sales,8229.39,645
101425,57,F,2021-04-19,Tanta,Manager,3902.77,642
101426,32,M,2021-05-02,Cairo,Manager,20772.91,609
101427,38,M,2020-04-19,Suez,Student,8575.9,664
101428,64,F,2023-09-21,Damanhour,Student,16178.37,716
101429,26,M,2020-04-15,Luxor,Sales,7794.04,639
101430,70,M,2020-02-23,Aswan,Teacher,3335.77,596
101431,26,F,2019-06-05,Giza,Freelancer,16441.13,729
101432,27,F,2019-09-15,Giza,Doctor,6026.37,632
101433,69,M,2019-01-31,Mansoura,Freelancer,8796.1,694
101434,74,M,2020-12-03,Suez,Clerk,2010.49,642
101435,70,M,2019-07-20,Suez,Doctor,8055.01,736
101436,43,M,2019-09-11,Luxor,Student,12192.86,748
101437,58,M,2021-10-28,Tanta,Manager,9700.07,745
101438,52,F,2019-10-05,Aswan,Teacher,18545.81,605
101439,69,F,2019-07-14,Suez,Sales,13164.17,605
101440,42,M,2019-05-10,Alexandria,Engineer,36698.51,719
101441,43,M,2021-11-09,Mansoura,Sales,15394.0,644
101442,28,M,2019-04-08,Giza,Engineer,1500.0,647
101443,55,M,2020-02-28,Suez,Student,10296.94,594
101444,19,F,2020-05-09,Aswan,Unemployed,10990.01,762
101445,24,M,2021-03-24,Ismailia,Freelancer,7090.95,733
101446,35,M,2020-12-03,Tanta,Student,12580.89,640
101447,44,F,2022-03-11,Aswan,Sales,6852.82,598
101448,51,M,2019-02-02,Alexandria,Sales,14662.56,594
101449,44,F,2019-09-04,Tanta,Teacher,1500.0,660
101450,34,M,2019-08-19,Giza,Accountant,21153.27,680
101451,60,F,2019-04-21,Tanta,Manager,1500.0,581
101452,61,F,2019-08-27,Aswan,Teacher,9891.56,550
101453,68,F,2019-09-17,Damanhour,Manager,6138.35,656
101454,71,F,2020-05-31,Aswan,Manager,14447.36,719
101455,41,M,2021-02-01,Suez,Teacher,10534.07,655
101456,42,M,2019-12-02,Alexandria,Unemployed,14013.21,630
101457,24,F,2021-06-08,Luxor,Sales,20889.54,559
101458,69,F,2019-10-14,Tanta,Unemployed,18148.92,599
101459,23,M,2019-08-29,Aswan,Sales,12290.46,720
101460,70,M,2020-06-29,Cairo,Engineer,15676.06,549
101461,41,M,2019-01-17,Cairo,Manager,27680.06,791
101462,50,M,2019-02-28,Mansoura,Accountant,18433.91,656
101463,66,M,2020-01-14,Tanta,Manager,9651.7,523
101464,46,F,2024-06-27,Damanhour,Teacher,22222.91,690
101465,60,M,2021-06-13,Alexandria,Manager,15130.48,686
101466,39,M,2019-03-06,Ismailia,Sales,4297.8,614
101467,43,F,2022-08-04,Alexandria,Manager,10554.22,725
101468,45,F,2021-07-11,Tanta,Accountant,1500.0,600
101469,67,F,2020-10-22,Cairo,Doctor,1500.0,700
101470,38,F,2022-04-16,Alexandria,Teacher,4407.68,647
101471,66,M,2019-12-29,Aswan,Manager,12980.65,627
101472,24,F,2019-06-25,Alexandria,Accountant,13004.07,757
101473,34,F,2020-05-17,Tanta,Freelancer,1500.0,728
101474,37,M,2020-07-11,Aswan,Doctor,1500.0,561
101475,58,F,2020-06-25,Giza,Unemployed,23766.1,680
101476,66,F,2020-08-05,Alexandria,Accountant,12762.34,801
101477,37,M,2024-09-10,Mansoura,Unemployed,24445.7,759
101478,71,M,2023-06-16,Tanta,Manager,23988.73,577
101479,39,M,2022-12-30,Suez,Teacher,17877.68,777
101480,45,M,2022-02-05,Suez,Accountant,12473.15,724
101481,57,M,2024-07-03,Mansoura,Sales,8818.79,566
101482,66,F,2019-03-14,Suez,Doctor,17748.77,666
101483,24,M,2019-08-04,Mansoura,Sales,10721.14,688
101484,18,F,2020-04-23,Giza,Sales,7283.05,563
101485,49,F,2022-08-04,Damanhour,Doctor,1500.0,706
101486,30,F,2020-05-07,Cairo,Student,11335.16,844
101487,47,F,2021-08-22,Aswan,Manager,20773.37,759
101488,40,M,2019-04-15,Mansoura,Engineer,22074.53,662
101489,68,M,2019-07-23,Luxor,Student,12426.23,627
101490,73,F,2021-07-10,Luxor,Unemployed,4890.32,676
101491,36,F,2019-05-07,Luxor,Teacher,19221.95,571
101492,49,F,2019-10-31,Ismailia,Accountant,11877.08,611
101493,47,M,2019-08-04,Suez,Student,9074.6,493
101494,46,F,2019-10-29,Mansoura,Clerk,1500.0,684
101495,66,M,2021-05-12,Tanta,Doctor,28830.09,622
101496,62,F,2019-11-18,Mansoura,Teacher,17907.19,699
101497,46,F,2020-07-21,Tanta,Accountant,18769.99,659
101498,47,M,2019-03-15,Giza,Teacher,5097.53,569
101499,33,F,2022-02-18,Tanta,Manager,12638.0,666
101500,57,M,2019-11-20,Damanhour,Unemployed,11348.05,592
101501,36,M,2021-01-01,Luxor,Manager,18256.76,782
101502,35,M,2021-06-23,Suez,Sales,22877.75,582
101503,18,F,2019-06-14,Aswan,Clerk,1500.0,612
101504,31,F,2023-02-21,Aswan,Sales,3402.58,568
101505,68,F,2020-11-01,Ismailia,Engineer,17165.9,561
101506,64,M,2020-01-27,Giza,Teacher,7935.77,652
101507,67,F,2019-05-21,Damanhour,Manager,18518.99,550
101508,19,F,2024-06-19,Damanhour,Clerk,9015.53,634
101509,71,M,2021-09-11,Suez,Engineer,2009.8,684
101510,45,F,2019-06-13,Tanta,Clerk,1500.0,616
101511,66,M,2019-10-16,Ismailia,Manager,15873.02,473
101512,67,F,2022-03-07,Cairo,Doctor,16069.2,756
101513,47,M,2021-04-12,Tanta,Unemployed,19761.73,671
101514,55,M,2021-10-13,Ismailia,Teacher,14622.99,672
101515,68,M,2020-02-12,Damanhour,Manager,1500.0,631
101516,21,F,2021-06-01,Giza,Unemployed,16027.47,714
101517,18,M,2019-12-08,Aswan,Sales,1500.0,725
101518,25,M,2019-06-16,Mansoura,Clerk,1500.0,733
101519,46,F,2020-12-02,Tanta,Teacher,1500.0,671
101520,72,F,2026-02-24,Alexandria,Clerk,1500.0,539
101521,56,M,2019-09-18,Tanta,Engineer,14231.82,682
101522,20,M,2020-03-08,Mansoura,Manager,6150.53,671
101523,49,M,2021-02-23,Damanhour,Accountant,1500.0,606
101524,27,M,2020-06-29,Ismailia,Unemployed,12184.66,585
101525,27,F,2022-07-21,Giza,Sales,3152.53,693
101526,36,F,2021-10-01,Alexandria,Clerk,19848.57,643
101527,63,F,2019-02-12,Damanhour,Student,23601.75,618
101528,51,M,2031-05-13,Cairo,Student,10259.18,783
101529,50,F,2021-09-04,Aswan,Student,23018.2,703
101530,40,F,2022-10-28,Suez,Manager,23004.73,684
101531,72,F,2021-01-07,Giza,Sales,12676.86,747
101532,45,F,2022-09-19,Aswan,Accountant,25867.63,676
101533,49,F,2019-03-25,Alexandria,Clerk,7026.7,593
101534,67,F,2019-10-27,Tanta,Clerk,1500.0,618
101535,24,M,2023-01-03,Ismailia,Teacher,1500.0,708
101536,46,F,2019-06-07,Luxor,Accountant,6658.52,699
101537,25,F,2019-02-27,Mansoura,Teacher,16274.42,685
101538,18,F,2021-12-22,Giza,Clerk,2761.42,558
101539,74,M,2022-06-17,Alexandria,Clerk,6593.59,715
101540,72,F,2019-05-05,Luxor,Clerk,2004.19,644
101541,20,F,2022-09-10,Aswan,Manager,6776.78,697
101542,41,M,2021-03-23,Ismailia,Sales,22741.68,583
101543,40,M,2020-05-28,Tanta,Sales,14860.61,807
101544,25,F,2022-05-26,Tanta,Sales,7384.09,669
101545,71,F,2020-01-16,Cairo,Engineer,21763.77,616
101546,74,F,2019-05-31,Ismailia,Freelancer,12205.32,701
101547,64,M,2019-08-23,Suez,Sales,13069.24,718
101548,54,F,2020-05-07,Luxor,Freelancer,21142.2,700
101549,20,M,2020-06-14,Damanhour,Clerk,9259.03,570
101550,68,M,2022-02-20,Cairo,Clerk,19329.92,741
101551,50,M,2022-01-01,Ismailia,Accountant,18759.43,622
101552,45,M,2020-09-01,Alexandria,Engineer,10835.64,648
101553,64,M,2021-11-28,Ismailia,Doctor,1500.0,473
101554,25,M,2019-05-30,Suez,Accountant,12101.53,612
101555,51,M,2019-02-05,Ismailia,Engineer,21098.03,612
101556,52,M,2022-12-18,Luxor,Engineer,18558.14,686
101557,49,M,2019-02-24,Ismailia,Unemployed,25682.0,608
101558,41,M,2019-07-18,Ismailia,Clerk,8076.8,520
101559,31,M,2021-04-11,Aswan,Clerk,18234.4,669
101560,49,F,2020-01-04,Damanhour,Teacher,3949.7,629
101561,73,M,2023-01-03,Mansoura,Clerk,13612.67,591
101562,63,M,2019-09-05,Luxor,Unemployed,20843.3,657
101563,60,M,2019-01-09,Mansoura,Manager,19251.4,507
101564,33,M,2019-09-08,Aswan,Student,12824.58,699
101565,21,F,2020-08-27,Cairo,Manager,9855.58,635
101566,69,F,2019-11-27,Suez,Manager,4041.35,628
101567,54,F,2020-06-19,Damanhour,Accountant,10193.81,726
101568,71,F,2023-01-04,Suez,Doctor,1518.37,607
101569,38,F,2023-09-02,Aswan,Manager,9254.45,670
101570,31,M,2019-08-05,Luxor,Freelancer,1500.0,639
101571,48,M,2020-03-10,Giza,Clerk,1500.0,850
101572,72,M,2020-07-11,Damanhour,Student,18822.45,689
101573,65,M,2024-09-15,Damanhour,Sales,17931.15,558
101574,35,F,2031-08-14,Aswan,Doctor,9689.22,790
101575,24,F,2019-07-07,Cairo,Manager,12518.15,733
101576,27,M,2021-06-27,Alexandria,Clerk,13591.17,653
101577,24,F,2019-11-29,Ismailia,Teacher,15682.63,615
101578,50,F,2019-01-06,Tanta,Freelancer,14826.53,543
101579,40,M,2019-01-07,Tanta,Unemployed,1500.0,684
101580,38,M,2020-03-08,Suez,Teacher,1500.0,595
101581,36,M,2020-04-14,Ismailia,Doctor,3864.89,579
101582,65,M,2019-01-16,Alexandria,Engineer,10765.36,712
101583,36,M,2021-03-23,Giza,Accountant,19681.47,773
101584,53,M,2019-09-01,Suez,Teacher,13874.88,611
101585,46,M,2020-07-28,Damanhour,Unemployed,16275.01,714
101586,35,M,2019-09-08,Mansoura,Manager,4824.95,666
101587,19,F,2019-05-09,Tanta,Sales,11434.17,678
101588,18,F,2020-01-01,Suez,Engineer,12523.88,584
101589,64,F,2019-07-05,Tanta,Accountant,5954.59,633
101590,22,M,2020-06-19,Aswan,Doctor,3443.52,562
101591,37,M,2019-06-05,Giza,Freelancer,10186.58,552
101592,28,F,2020-05-12,Giza,Sales,17289.89,691
101593,59,M,2019-04-30,Mansoura,Engineer,4760.39,608
101594,19,M,2021-02-17,Luxor,Unemployed,10334.46,576
101595,20,F,2021-09-08,Giza,Manager,22839.92,553
101596,40,F,2019-03-23,Damanhour,Teacher,7845.27,528
101597,72,M,2020-03-17,Aswan,Sales,12058.26,493
101598,29,M,2019-02-21,Cairo,Manager,11154.34,658
101599,37,M,2020-09-30,Suez,Engineer,10497.67,439
101600,22,M,2019-08-03,Damanhour,Engineer,25347.83,687
101601,54,M,2020-06-08,Ismailia,Unemployed,14446.03,687
101602,55,M,2020-05-25,Cairo,Manager,1500.0,642
101603,47,M,2023-12-13,Damanhour,Clerk,24227.36,655
101604,26,F,2020-07-11,Ismailia,Sales,14198.51,627
101605,51,F,2020-09-04,Tanta,Sales,9011.41,668
101606,70,F,2019-12-26,Tanta,Accountant,22795.54,667
101607,61,M,2024-09-15,Tanta,Manager,5770.48,754
101608,52,M,2021-11-16,Mansoura,Unemployed,25725.6,772
101609,69,M,2019-08-24,Aswan,Doctor,12746.42,770
101610,39,M,2022-07-25,Suez,Doctor,20044.47,586
101611,61,M,2020-02-01,Mansoura,Manager,36540.02,710
101612,41,F,2022-05-19,Giza,Accountant,13440.73,690
101613,34,F,2022-04-26,Giza,Engineer,11225.34,598
101614,27,F,2019-05-27,Giza,Teacher,3463.76,579
101615,47,M,2021-04-25,Aswan,Clerk,11035.44,619
101616,73,F,2019-08-29,Mansoura,Freelancer,3710.63,565
101617,63,M,2019-09-05,Mansoura,Doctor,10504.25,538
101618,40,M,2019-09-04,Cairo,Sales,35157.47,689
101619,49,M,2021-06-24,Mansoura,Teacher,12956.78,652
101620,34,F,2019-07-02,Ismailia,Teacher,7570.5,652
101621,67,F,2019-01-01,Giza,Sales,10322.26,724
101622,68,M,2021-05-29,Mansoura,Student,8705.03,634
101623,34,F,2019-05-12,Aswan,Manager,20387.21,716
101624,31,F,2019-03-19,Suez,Accountant,11278.2,590
101625,26,M,2019-07-09,Giza,Clerk,24871.1,590
101626,57,M,2019-12-01,Luxor,Manager,9471.21,651
101627,19,M,2020-03-28,Ismailia,Teacher,9987.37,819
101628,62,F,2019-02-01,Luxor,Teacher,4825.72,752
101629,42,M,2025-10-04,Giza,Clerk,8932.94,737
101630,56,F,2021-05-31,Cairo,Manager,1500.0,540
101631,26,M,2019-10-01,Aswan,Sales,1500.0,661
101632,71,F,2019-09-26,Suez,Teacher,16997.39,715
101633,39,M,2020-02-21,Suez,Clerk,1500.0,816
101634,60,F,2020-11-19,Giza,Teacher,15247.72,515
101635,63,F,2019-04-21,Mansoura,Engineer,7996.03,708
101636,21,F,2019-05-27,Cairo,Freelancer,19516.23,735
101637,43,F,2022-10-05,Aswan,Manager,1500.0,686
101638,46,M,2019-07-27,Giza,Unemployed,16786.01,541
101639,62,F,2019-12-01,Mansoura,Engineer,14652.8,670
101640,51,M,2022-12-06,Giza,Sales,14900.13,684
101641,40,M,2021-01-31,Cairo,Unemployed,20991.19,664
101642,54,F,2019-10-20,Aswan,Manager,12562.3,595
101643,28,M,2021-03-16,Ismailia,Sales,1500.0,585
101644,23,M,2019-01-14,Giza,Freelancer,15592.86,686
101645,35,F,2021-07-20,Mansoura,Student,14557.38,595
101646,38,M,2020-04-12,Alexandria,Engineer,10043.0,597
101647,59,F,2022-03-20,Alexandria,Doctor,5265.82,638
101648,53,M,2024-12-05,Alexandria,Unemployed,9112.65,662
101649,58,M,2023-12-26,Mansoura,Manager,23664.48,733
101650,55,M,2023-08-07,Cairo,Manager,4640.74,554
101651,51,F,2020-05-17,Cairo,Engineer,1500.0,546
101652,34,F,2019-11-09,Aswan,Clerk,1500.0,619
101653,54,F,2020-03-13,Tanta,Student,11717.63,505
101654,42,F,2021-03-30,Alexandria,Teacher,25366.8,696
101655,55,M,2023-02-16,Suez,Accountant,29638.81,490
101656,29,M,2019-06-12,Tanta,Teacher,17201.85,706
101657,40,F,2023-10-19,Damanhour,Sales,4150.03,738
101658,70,M,2022-03-27,Alexandria,Sales,4999.27,670
101659,59,M,2026-05-23,Suez,Teacher,19006.7,501
101660,39,M,2023-01-25,Cairo,Student,22653.08,658
101661,38,F,2019-08-18,Suez,Sales,6864.02,586
101662,44,F,2019-03-20,Tanta,Doctor,23395.6,553
101663,74,M,2019-03-25,Ismailia,Sales,10163.52,696
101664,48,M,2019-08-29,Giza,Manager,17714.27,711
101665,23,F,2020-10-28,Luxor,Teacher,21163.74,752
101666,44,F,2022-02-15,Alexandria,Accountant,1500.0,627
101667,57,M,2023-05-26,Cairo,Unemployed,15611.51,663
101668,51,F,2020-11-15,Aswan,Manager,23429.14,783
101669,29,M,2019-01-04,Alexandria,Clerk,7514.68,817
101670,62,M,2019-05-25,Mansoura,Teacher,3547.35,736
101671,74,F,2019-03-15,Tanta,Teacher,15958.28,622
101672,70,F,2019-11-13,Cairo,Accountant,13067.55,650
101673,24,M,2020-05-02,Suez,Manager,9381.57,635
101674,27,F,2019-02-01,Aswan,Student,11982.3,706
101675,62,F,2019-10-27,Giza,Sales,1500.0,584
101676,34,F,2019-05-19,Cairo,Manager,15235.8,675
101677,43,F,2020-12-30,Giza,Manager,24740.78,676
101678,38,F,2020-03-12,Alexandria,Unemployed,6282.59,680
101679,45,M,2020-04-23,Alexandria,Engineer,5372.66,568
101680,63,M,2020-01-26,Luxor,Engineer,13380.49,669
101681,19,M,2024-12-26,Tanta,Sales,34767.02,791
101682,71,M,2019-06-19,Suez,Engineer,20799.07,613
101683,60,F,2020-05-23,Alexandria,Clerk,11246.6,670
101684,18,M,2021-07-21,Ismailia,Engineer,12316.79,502
101685,68,M,2020-07-23,Mansoura,Engineer,21590.78,670
101686,70,M,2024-01-26,Luxor,Teacher,4725.0,667
101687,53,M,2019-11-29,Cairo,Accountant,16893.94,659
101688,68,M,2020-03-12,Mansoura,Accountant,3060.36,708
101689,43,F,2019-03-06,Aswan,Unemployed,19399.32,627
101690,46,M,2020-10-19,Suez,Clerk,9648.36,744
101691,38,F,2019-08-26,Cairo,Sales,13605.55,579
101692,28,F,2019-05-03,Luxor,Engineer,9128.99,765
101693,57,M,2020-07-04,Giza,Manager,17589.49,667
101694,28,M,2020-06-15,Mansoura,Manager,10602.54,644
101695,53,M,2019-02-25,Mansoura,Engineer,29263.77,535
101696,66,F,2021-04-18,Luxor,Student,23350.94,561
101697,56,F,2020-11-15,Giza,Manager,1565.69,678
101698,57,M,2019-05-27,Aswan,Doctor,13531.65,592
101699,52,F,2020-03-19,Alexandria,Sales,17881.24,729
101700,71,F,2021-06-10,Suez,Clerk,8334.73,672
101701,51,M,2020-06-11,Tanta,Engineer,21699.81,535
101702,72,M,2019-12-19,Luxor,Unemployed,20757.21,710
101703,64,F,2019-09-30,Tanta,Teacher,11331.5,637
101704,41,F,2020-10-21,Cairo,Engineer,19849.73,646
101705,71,F,2024-05-13,Suez,Unemployed,1500.0,733
101706,39,F,2021-02-18,Damanhour,Teacher,22860.71,538
101707,22,F,2019-02-24,Aswan,Manager,19092.07,560
101708,73,M,2020-03-08,Mansoura,Teacher,3298.58,676
101709,50,F,2023-03-31,Aswan,Engineer,14015.04,514
101710,53,F,2019-03-11,Tanta,Engineer,1500.0,601
101711,64,F,2027-08-16,Damanhour,Clerk,5892.61,728
101712,37,M,2024-09-15,Suez,Doctor,20765.11,641
101713,36,M,2019-02-27,Giza,Student,11897.31,540
101714,52,M,2024-03-11,Mansoura,Sales,11454.38,665
101715,69,M,2019-11-12,Ismailia,Unemployed,12361.81,617
101716,60,M,2022-07-27,Tanta,Engineer,11428.56,593
101717,34,F,2020-01-15,Cairo,Clerk,19899.92,850
101718,62,F,2020-02-11,Suez,Freelancer,7048.08,695
101719,60,M,2020-12-05,Suez,Sales,15354.77,627
101720,51,F,2021-11-08,Alexandria,Sales,2843.06,721
101721,26,M,2019-01-25,Mansoura,Clerk,17928.79,626
101722,43,M,2020-09-21,Mansoura,Sales,9429.03,608
101723,19,M,2019-05-25,Damanhour,Clerk,11672.1,673
101724,70,M,2019-10-25,Luxor,Engineer,9102.63,690
101725,26,M,2019-10-27,Ismailia,Sales,10114.77,724
101726,26,M,2020-03-19,Giza,Freelancer,3962.19,763
101727,57,M,2019-10-12,Mansoura,Student,14634.0,745
101728,34,F,2019-03-21,Cairo,Student,16437.31,718
101729,18,M,2019-04-21,Alexandria,Unemployed,1500.0,726
101730,42,F,2019-01-24,Mansoura,Freelancer,7228.8,744
101731,60,F,2020-03-20,Luxor,Teacher,12240.11,706
101732,57,F,2024-12-02,Alexandria,Freelancer,7210.81,523
101733,59,F,2019-03-28,Tanta,Unemployed,10217.43,689
101734,42,M,2024-08-08,Cairo,Freelancer,24928.81,760
101735,56,M,2021-07-14,Mansoura,Manager,3854.7,585
101736,52,F,2020-12-11,Giza,Unemployed,1500.0,618
101737,20,M,2020-12-26,Mansoura,Manager,7210.08,645
101738,67,F,2022-05-12,Tanta,Teacher,9374.72,665
101739,54,F,2019-03-21,Alexandria,Freelancer,8080.08,605
101740,61,F,2020-05-06,Ismailia,Teacher,14150.49,654
101741,61,F,2021-04-16,Giza,Engineer,3775.35,691
101742,68,F,2020-09-10,Tanta,Unemployed,2597.76,489
101743,47,F,2022-06-05,Mansoura,Teacher,6604.1,655
101744,55,M,2019-02-22,Tanta,Manager,6769.21,619
101745,51,F,2021-04-01,Suez,Manager,28966.73,513
101746,29,M,2020-06-18,Ismailia,Teacher,24419.58,695
101747,36,M,2019-11-30,Aswan,Engineer,1500.0,674
101748,54,F,2019-10-19,Luxor,Sales,1500.0,663
101749,61,M,2020-11-09,Suez,Clerk,11313.98,698
101750,66,M,2023-04-01,Tanta,Clerk,27292.76,675
101751,34,M,2020-04-24,Luxor,Engineer,17328.72,590
101752,27,F,2022-05-03,Giza,Freelancer,11736.91,707
101753,74,M,2019-12-27,Damanhour,Student,8351.41,721
101754,72,F,2019-03-17,Suez,Doctor,20617.3,563
101755,66,M,2019-02-14,Giza,Teacher,13423.92,720
101756,64,F,2019-02-06,Tanta,Doctor,25854.07,627
101757,29,F,2019-12-01,Ismailia,Unemployed,1500.0,699
