account_id,customer_id,account_type,open_date,balance,branch_id
201832,101401,savings,2019-02-01,4686.06,Branch_1
201833,101401,savings,2024-09-22,4247.13,Branch_8
201834,101402,savings,2024-03-30,5454.4,Branch_15
201835,101402,savings,2020-05-03,5108.46,Branch_8
201836,101403,savings,2020-02-04,33550.56,Branch_9
201837,101404,savings,2023-03-27,5690.9,Branch_6
201838,101405,checking,2023-01-29,22243.45,Branch_10
201839,101405,checking,2024-05-08,18052.29,Branch_12
201840,101406,checking,2021-04-30,11757.89,Branch_8
201841,101407,checking,2019-08-30,6510.24,Branch_10
201842,101408,checking,2025-03-10,1797.69,Branch_14
201843,101409,checking,2021-12-04,872.61,Branch_13
201844,101409,savings,2023-12-08,4061.48,Branch_2
201845,101410,checking,2024-02-21,3135.6,Branch_2
201846,101410,savings,2020-12-16,7994.46,Branch_7
201847,101411,savings,2021-07-09,14803.69,Branch_19
201848,101412,savings,2024-02-28,2978.41,Branch_14
201849,101413,savings,2023-07-10,24177.9,Branch_6
201850,101414,savings,2024-07-06,637.6,Branch_5
201851,101415,savings,2021-02-27,3826.61,Branch_19
201852,101415,checking,2020-05-19,3749.08,Branch_7
201853,101416,checking,2020-01-19,46194.71,Branch_8
201854,101417,checking,2019-05-18,2512.29,Branch_8
201855,101417,savings,2023-06-22,8642.78,Branch_19
201856,101418,checking,2022-01-17,21313.56,Branch_10
201857,101418,savings,2024-04-07,20257.74,Branch_1
201858,101419,loan-linked,2024-02-22,1192.59,Branch_15
201859,101420,savings,2021-10-10,6360.33,Branch_7
201860,101421,savings,2024-10-17,13410.0,Branch_1
201861,101422,savings,2022-01-09,5068.43,Branch_2
201862,101423,savings,2024-05-31,9470.56,Branch_12
201863,101424,savings,2020-12-11,263.34,Branch_3
201864,101425,savings,2019-03-23,8266.81,Branch_7
201865,101426,checking,2024-07-24,10892.87,Branch_16
201866,101427,checking,2019-05-17,8018.6,Branch_10
201867,101428,savings,2022-09-07,3453.87,Branch_8
201868,101429,checking,2022-09-23,18620.26,Branch_12
201869,101430,savings,2024-01-08,18497.07,Branch_11
201870,101430,savings,2024-07-16,10756.26,Branch_18
201871,101431,savings,2024-05-19,2934.14,Branch_15
201872,101432,checking,2024-06-12,2414.91,Branch_6
201873,101433,checking,2019-07-08,7669.83,Branch_4
201874,101434,checking,2021-11-10,867.77,Branch_17
201875,101435,checking,2025-04-02,226.49,Branch_14
201876,101436,savings,2021-03-28,5513.4,Branch_10
201877,101436,checking,2025-07-01,1520.59,Branch_4
201878,101436,savings,2022-05-16,29727.12,Branch_1
201879,101437,savings,2025-07-15,598.74,Branch_10
201880,101438,checking,2024-10-23,7897.72,Branch_15
201881,101439,savings,2024-01-03,11701.48,Branch_12
201882,101440,checking,2024-04-07,8345.24,Branch_1
201883,101441,savings,2024-05-06,1151.22,Branch_7
201884,101442,savings,2021-07-24,7507.83,Branch_10
201885,101443,savings,2025-01-14,7963.91,Branch_3
201886,101443,savings,2019-06-16,3156.73,Branch_3
201887,101444,savings,2019-01-17,12602.48,Branch_8
201888,101445,savings,2023-02-05,8479.4,Branch_10
201889,101445,checking,2022-09-18,5075.8,Branch_13
201890,101446,savings,2019-02-04,11338.08,Branch_14
201891,101446,loan-linked,2023-11-05,7556.84,Branch_10
201892,101447,savings,2024-06-01,2743.83,Branch_3
201893,101448,savings,2024-11-15,3540.45,Branch_3
201894,101449,checking,2023-02-20,4419.23,Branch_1
201895,101449,savings,2021-08-03,11299.64,Branch_9
201896,101450,checking,2022-02-13,9265.89,Branch_1
201897,101450,savings,2020-06-09,23769.19,Branch_1
201898,101451,savings,2020-04-07,11800.92,Branch_9
201899,101452,savings,2022-03-31,201.56,Branch_9
201900,101452,savings,2021-11-19,6951.89,Branch_4
201901,101453,savings,2021-11-27,12576.36,Branch_10
201902,101454,savings,2022-02-17,1569.4,Branch_11
201903,101455,savings,2023-10-06,30243.08,Branch_10
201904,101456,savings,2025-06-11,274.02,Branch_2
201905,101457,savings,2023-01-18,39186.07,Branch_17
201906,101458,checking,2021-10-16,22767.68,Branch_16
201907,101459,savings,2019-04-22,33417.2,Branch_9
201908,101460,savings,2023-10-08,115.58,Branch_6
201909,101461,checking,2024-01-20,808.34,Branch_20
201910,101461,savings,2020-03-13,28595.66,Branch_10
201911,101462,checking,2025-09-18,4563.38,Branch_7
201912,101463,savings,2019-11-05,7580.71,Branch_12
201913,101464,savings,2020-12-13,30587.74,Branch_3
201914,101465,checking,2025-01-06,8194.58,Branch_12
201915,101466,loan-linked,2024-10-16,6487.52,Branch_9
201916,101467,savings,2025-04-13,27303.39,Branch_13
201917,101468,savings,2023-05-03,12752.56,Branch_6
201918,101469,savings,2022-12-28,1648.19,Branch_17
201919,101469,checking,2019-02-27,1164.54,Branch_1
201920,101470,savings,2019-07-27,1985.88,Branch_19
201921,101470,checking,2021-01-09,1910.72,Branch_8
201922,101471,savings,2023-03-06,7707.1,Branch_16
201923,101471,checking,2021-04-07,25500.83,Branch_18
201924,101472,savings,2023-07-18,16107.4,Branch_16
201925,101473,savings,2022-10-10,361.2,Branch_20
201926,101473,checking,2024-07-29,6180.42,Branch_9
201927,101474,savings,2024-12-17,11001.38,Branch_5
201928,101475,savings,2025-03-27,11582.91,Branch_2
201929,101476,checking,2023-01-19,7497.64,Branch_1
201930,101477,checking,2025-05-29,41400.11,Branch_1
201931,101477,savings,2020-07-07,2468.76,Branch_3
201932,101478,savings,2020-03-03,8807.09,Branch_20
201933,101479,loan-linked,2023-10-04,18610.87,Branch_16
201934,101480,checking,2024-06-17,9502.27,Branch_11
201935,101481,checking,2021-09-05,8998.33,Branch_19
201936,101482,savings,2023-09-16,5428.29,Branch_18
201937,101483,savings,2020-02-26,12694.06,Branch_13
201938,101484,checking,2019-10-22,8390.42,Branch_11
201939,101484,savings,2019-11-07,16321.44,Branch_19
201940,101484,savings,2021-08-13,3427.49,Branch_8
201941,101485,checking,2021-03-20,799.82,Branch_6
201942,101486,savings,2022-02-16,17947.91,Branch_12
201943,101487,savings,2023-04-07,6104.7,Branch_12
201944,101488,savings,2023-06-16,20279.35,Branch_11
201945,101489,savings,2021-01-29,1182.24,Branch_1
201946,101489,savings,2020-07-28,16882.74,Branch_1
201947,101490,checking,2024-10-17,4208.06,Branch_17
201948,101490,checking,2023-12-15,6257.13,Branch_14
201949,101491,savings,2021-01-28,23141.02,Branch_17
201950,101492,loan-linked,2022-01-19,27177.18,Branch_1
201951,101493,savings,2023-08-05,17954.97,Branch_9
201952,101494,savings,2022-07-23,849.82,Branch_12
201953,101495,checking,2020-09-09,18404.96,Branch_4
201954,101495,loan-linked,2019-09-27,4971.76,Branch_2
201955,101496,checking,2022-12-03,21324.72,Branch_9
201956,101496,checking,2020-06-20,15440.55,Branch_2
201957,101497,savings,2019-01-23,879.31,Branch_8
201958,101498,loan-linked,2019-04-11,5092.56,Branch_3
201959,101498,savings,2024-06-25,6722.53,Branch_13
201960,101499,savings,2022-07-20,139.82,Branch_7
201961,101500,savings,2021-11-08,2486.19,Branch_13
201962,101501,savings,2023-02-14,2902.3,Branch_9
201963,101502,savings,2025-03-01,8347.49,Branch_2
201964,101502,savings,2025-02-20,19768.71,Branch_9
201965,101503,savings,2023-07-11,10058.63,Branch_13
201966,101504,savings,2019-04-03,5567.22,Branch_3
201967,101505,savings,2019-11-08,2673.31,Branch_6
201968,101506,savings,2021-08-18,25780.17,Branch_10
201969,101507,savings,2022-10-18,13232.06,Branch_20
201970,101508,savings,2023-02-25,2649.22,Branch_13
201971,101508,checking,2019-08-31,1448.87,Branch_11
201972,101509,savings,2023-06-22,3165.45,Branch_8
201973,101510,checking,2021-02-26,415.08,Branch_14
201974,101510,savings,2021-01-27,5102.78,Branch_16
201975,101511,savings,2019-04-08,2311.09,Branch_3
201976,101512,savings,2025-01-28,1314.85,Branch_10
201977,101512,checking,2019-05-01,7371.21,Branch_6
201978,101513,savings,2019-01-11,1194.61,Branch_14
201979,101514,checking,2024-05-22,21094.47,Branch_9
201980,101515,savings,2022-04-02,889.29,Branch_5
201981,101515,savings,2022-12-08,3694.53,Branch_16
201982,101516,savings,2022-11-17,26998.2,Branch_18
201983,101516,savings,2019-11-26,7613.37,Branch_6
201984,101517,checking,2025-03-22,3290.03,Branch_10
201985,101518,checking,2024-01-03,3483.25,Branch_14
201986,101518,checking,2023-07-09,903.45,Branch_15
201987,101519,checking,2021-06-06,14398.89,Branch_9
201988,101519,savings,2019-08-06,3775.33,Branch_18
201989,101520,savings,2022-03-11,1344.68,Branch_1
201990,101520,savings,2022-07-04,711.79,Branch_3
201991,101521,savings,2023-05-21,3107.17,Branch_20
201992,101521,savings,2021-07-31,4686.17,Branch_6
201993,101522,checking,2019-05-12,2982.73,Branch_14
201994,101522,savings,2024-06-02,2372.81,Branch_5
201995,101523,savings,2024-07-19,5515.13,Branch_12
201996,101523,checking,2019-11-28,7330.29,Branch_5
201997,101524,savings,2020-11-23,30513.8,Branch_12
201998,101525,checking,2022-07-13,5270.18,Branch_14
201999,101526,checking,2024-10-28,23829.72,Branch_3
202000,101526,checking,2023-02-13,5396.32,Branch_19
202001,101527,checking,2023-01-14,9449.41,Branch_1
202002,101528,savings,2019-10-29,5746.56,Branch_16
202003,101529,checking,2019-10-16,10098.34,Branch_6
202004,101530,savings,2022-05-12,11089.28,Branch_17
202005,101531,savings,2025-06-18,2119.85,Branch_8
202006,101532,savings,2025-06-05,2076.43,Branch_18
202007,101533,savings,2022-07-05,4615.35,Branch_2
202008,101534,savings,2020-12-31,13491.01,Branch_1
202009,101535,savings,2019-11-12,6540.68,Branch_3
202010,101536,checking,2021-09-07,2516.72,Branch_16
202011,101537,savings,2021-04-15,5508.67,Branch_4
202012,101538,savings,2023-01-07,4409.92,Branch_2
202013,101539,savings,2022-09-27,25930.47,Branch_7
202014,101540,savings,2021-02-13,2477.76,Branch_11
202015,101541,savings,2025-07-04,224.45,Branch_10
202016,101541,checking,2021-07-04,2125.67,Branch_5
202017,101542,savings,2021-03-18,6405.56,Branch_7
202018,101542,checking,2024-11-15,16130.81,Branch_16
202019,101543,savings,2021-04-19,1852.89,Branch_18
202020,101543,savings,2020-07-01,20.41,Branch_10
202021,101544,savings,2022-12-27,4173.49,Branch_14
202022,101544,savings,2020-07-28,12247.91,Branch_19
202023,101545,savings,2024-07-24,20488.86,Branch_17
202024,101546,checking,2023-08-22,2384.36,Branch_19
202025,101547,savings,2020-05-25,14565.62,Branch_10
202026,101548,savings,2024-02-15,20196.88,Branch_9
202027,101548,savings,2019-10-04,15961.16,Branch_13
202028,101549,checking,2024-11-20,640.68,Branch_11
202029,101549,savings,2020-03-11,2449.77,Branch_5
202030,101550,savings,2023-01-18,2062.81,Branch_15
202031,101551,savings,2021-08-15,33432.74,Branch_15
202032,101551,checking,2020-05-29,4105.9,Branch_2
202033,101552,savings,2023-05-31,13594.83,Branch_17
202034,101553,checking,2024-06-24,1455.09,Branch_18
202035,101554,savings,2025-06-09,13.04,Branch_1
202036,101554,savings,2024-05-14,17766.28,Branch_15
202037,101555,checking,2020-07-14,4972.37,Branch_6
202038,101556,savings,2022-04-18,14405.68,Branch_3
202039,101556,savings,2020-10-16,25377.35,Branch_16
202040,101557,savings,2024-11-19,3738.86,Branch_4
202041,101558,savings,2021-12-17,845.4,Branch_2
202042,101558,loan-linked,2025-05-30,216.54,Branch_8
202043,101559,savings,2023-07-01,9885.61,Branch_12
202044,101559,savings,2023-01-12,8976.19,Branch_18
202045,101560,savings,2021-09-03,5350.76,Branch_17
202046,101561,savings,2021-08-17,7298.35,Branch_2
202047,101561,savings,2022-01-31,8665.91,Branch_5
202048,101562,savings,2019-01-22,2401.56,Branch_17
202049,101563,checking,2024-07-05,22428.25,Branch_13
202050,101563,checking,2019-07-19,2411.58,Branch_12
202051,101564,checking,2025-04-12,802.34,Branch_18
202052,101565,checking,2025-07-14,1450.59,Branch_17
202053,101566,savings,2023-02-08,3935.2,Branch_20
202054,101567,savings,2020-04-03,14051.44,Branch_11
202055,101568,checking,2022-02-15,1766.28,Branch_15
202056,101568,savings,2022-01-24,21932.25,Branch_18
202057,101569,checking,2023-02-03,7255.62,Branch_2
202058,101570,checking,2019-05-20,15366.71,Branch_9
202059,101570,checking,2019-08-23,1717.63,Branch_8
202060,101571,checking,2020-08-16,2333.49,Branch_4
202061,101571,savings,2025-03-10,6738.19,Branch_18
202062,101571,checking,2024-03-18,272.99,Branch_19
202063,101572,savings,2019-07-14,21947.85,Branch_2
202064,101572,checking,2022-09-29,2305.43,Branch_8
202065,101573,checking,2024-07-25,8977.18,Branch_9
202066,101574,savings,2020-01-12,11072.41,Branch_16
202067,101575,checking,2024-12-08,8587.67,Branch_4
202068,101576,savings,2020-09-01,13314.92,Branch_7
202069,101576,checking,2023-08-27,10405.13,Branch_6
202070,101577,savings,2019-04-19,2391.0,Branch_18
202071,101578,savings,2021-05-01,2943.08,Branch_6
202072,101579,savings,2021-11-23,2413.29,Branch_7
202073,101579,checking,2023-07-01,280.44,Branch_10
202074,101580,savings,2025-02-16,2637.62,Branch_4
202075,101581,checking,2024-09-20,67.11,Branch_15
202076,101581,checking,2020-07-19,2889.4,Branch_8
202077,101582,savings,2019-03-22,1276.27,Branch_13
202078,101583,checking,2025-06-04,41530.05,Branch_13
202079,101584,savings,2024-09-02,12762.09,Branch_16
202080,101585,savings,2019-12-19,14596.04,Branch_8
202081,101586,checking,2023-09-26,4233.74,Branch_10
202082,101587,checking,2020-05-02,3830.41,Branch_4
202083,101588,checking,2024-05-28,20771.74,Branch_11
202084,101588,checking,2020-08-01,128.91,Branch_2
202085,101589,checking,2020-12-30,866.43,Branch_14
202086,101589,checking,2023-07-29,1994.27,Branch_12
202087,101590,savings,2022-10-31,11411.14,Branch_7
202088,101591,savings,2025-06-29,7522.17,Branch_2
202089,101591,savings,2024-11-21,4300.55,Branch_12
202090,101591,savings,2022-02-23,35098.15,Branch_14
202091,101592,checking,2022-11-27,2417.32,Branch_19
202092,101593,checking,2021-04-20,5080.41,Branch_5
202093,101594,savings,2020-01-16,17978.59,Branch_8
202094,101594,checking,2019-10-10,6858.4,Branch_18
202095,101595,checking,2020-06-02,83770.6,Branch_6
202096,101596,savings,2024-11-23,3721.99,Branch_1
202097,101597,loan-linked,2024-11-30,5115.72,Branch_10
202098,101598,savings,2025-08-28,3560.69,Branch_7
202099,101598,savings,2023-10-20,1859.58,Branch_6
202100,101598,savings,2019-03-02,18359.49,Branch_11
202101,101599,checking,2021-11-11,372.43,Branch_15
202102,101599,savings,2024-03-21,9614.55,Branch_9
202103,101599,savings,2023-09-11,8725.84,Branch_19
202104,101600,checking,2020-10-02,43454.55,Branch_20
202105,101601,checking,2019-01-17,33811.34,Branch_20
202106,101601,checking,2020-10-12,3143.94,Branch_7
202107,101602,checking,2021-03-02,174.39,Branch_14
202108,101602,checking,2019-12-19,771.26,Branch_5
202109,101603,savings,2022-01-03,12457.83,Branch_7
202110,101604,savings,2022-07-12,4459.89,Branch_13
202111,101605,loan-linked,2022-08-16,13066.26,Branch_16
202112,101605,savings,2020-12-27,14359.43,Branch_18
202113,101606,savings,2024-12-04,35933.21,Branch_6
202114,101607,checking,2021-01-13,5070.2,Branch_3
202115,101608,checking,2024-05-07,3999.73,Branch_5
202116,101609,savings,2020-05-20,7396.18,Branch_7
202117,101610,checking,2023-07-31,5770.3,Branch_4
202118,101611,savings,2025-05-23,1063.84,Branch_9
202119,101612,checking,2022-07-12,12295.98,Branch_5
202120,101613,savings,2023-07-05,20827.5,Branch_11
202121,101613,checking,2023-09-29,24492.41,Branch_4
202122,101614,checking,2025-08-20,6687.67,Branch_8
202123,101615,savings,2025-09-18,4166.78,Branch_11
202124,101616,savings,2022-02-06,3526.24,Branch_7
202125,101617,checking,2021-10-08,315.07,Branch_9
202126,101618,savings,2025-04-11,16711.31,Branch_19
202127,101619,checking,2019-02-25,3790.8,Branch_18
202128,101620,savings,2024-10-30,4501.66,Branch_16
202129,101621,savings,2020-01-24,21131.81,Branch_16
202130,101622,savings,2025-08-07,7170.32,Branch_8
202131,101622,checking,2024-09-05,4494.21,Branch_20
202132,101623,loan-linked,2024-03-06,12997.26,Branch_18
202133,101624,savings,2022-06-13,3701.97,Branch_1
202134,101625,savings,2024-12-09,13066.01,Branch_17
202135,101626,checking,2022-04-24,204.23,Branch_11
202136,101627,savings,2025-07-24,1858.45,Branch_9
202137,101627,checking,2024-03-23,3874.67,Branch_6
202138,101627,savings,2025-07-27,3736.36,Branch_19
202139,101628,savings,2020-07-09,6039.61,Branch_19
202140,101629,savings,2019-04-24,360.56,Branch_13
202141,101630,checking,2025-05-07,613.4,Branch_14
202142,101630,savings,2023-06-21,7845.81,Branch_7
202143,101630,savings,2022-07-20,7947.92,Branch_15
202144,101631,savings,2020-09-14,907.3,Branch_17
202145,101632,savings,2019-04-20,14757.73,Branch_4
202146,101633,loan-linked,2022-09-19,7343.35,Branch_18
202147,101634,savings,2025-02-24,18902.47,Branch_1
202148,101635,savings,2019-03-16,10054.28,Branch_6
202149,101636,savings,2023-04-18,12264.75,Branch_19
202150,101637,savings,2025-02-11,3779.28,Branch_11
202151,101637,checking,2024-02-21,10719.17,Branch_11
202152,101638,checking,2022-09-03,6883.04,Branch_13
202153,101639,checking,2020-12-10,30140.57,Branch_10
202154,101639,savings,2024-04-08,10438.66,Branch_18
202155,101640,checking,2023-05-17,2519.0,Branch_15
202156,101641,savings,2022-06-25,43070.34,Branch_6
202157,101642,savings,2025-07-09,9784.92,Branch_6
202158,101643,checking,2019-01-16,3052.65,Branch_10
202159,101644,checking,2022-04-18,8002.69,Branch_10
202160,101644,savings,2021-07-20,16301.79,Branch_6
202161,101644,checking,2019-07-13,5232.77,Branch_6
202162,101645,checking,2024-03-17,3482.67,Branch_20
202163,101646,savings,2024-10-12,467.96,Branch_12
202164,101647,savings,2023-12-10,13978.1,Branch_12
202165,101647,checking,2022-02-13,2042.69,Branch_10
202166,101648,savings,2024-03-22,21837.49,Branch_8
202167,101648,checking,2020-11-15,11696.34,Branch_12
202168,101649,savings,2020-09-02,2407.93,Branch_15
202169,101650,checking,2023-05-23,2373.28,Branch_7
202170,101651,savings,2019-02-21,3527.26,Branch_5
202171,101652,savings,2023-12-29,245.22,Branch_20
202172,101653,savings,2020-04-25,10037.44,Branch_5
202173,101653,savings,2023-07-08,964.98,Branch_4
202174,101654,savings,2023-08-06,16412.16,Branch_17
202175,101655,savings,2024-03-24,2810.72,Branch_1
202176,101655,savings,2020-11-22,29826.25,Branch_15
202177,101656,savings,2025-07-12,2415.11,Branch_3
202178,101656,savings,2021-03-06,42805.77,Branch_14
202179,101657,savings,2025-03-21,3298.83,Branch_16
202180,101658,savings,2022-05-05,8986.3,Branch_13
202181,101659,savings,2024-12-03,17360.88,Branch_9
202182,101660,savings,2020-04-24,34427.71,Branch_2
202183,101661,savings,2024-11-14,3108.67,Branch_6
202184,101661,checking,2023-06-21,15292.42,Branch_1
202185,101662,checking,2022-01-13,4843.36,Branch_18
202186,101663,checking,2022-12-04,647.96,Branch_6
202187,101664,savings,2021-07-15,10627.79,Branch_13
202188,101665,savings,2019-05-01,8339.11,Branch_8
202189,101666,checking,2020-01-09,3047.32,Branch_17
202190,101666,checking,2023-12-16,9962.94,Branch_9
202191,101667,savings,2025-01-10,9269.45,Branch_4
202192,101667,savings,2019-06-28,3435.79,Branch_16
202193,101668,checking,2025-02-08,230.89,Branch_7
202194,101668,savings,2021-10-05,4276.45,Branch_16
202195,101669,savings,2019-11-11,7083.78,Branch_6
202196,101670,checking,2020-01-13,10894.85,Branch_2
202197,101671,checking,2025-04-13,6394.29,Branch_14
202198,101672,savings,2024-09-11,14167.02,Branch_14
202199,101673,savings,2023-08-30,381.79,Branch_7
202200,101674,checking,2021-05-23,11192.66,Branch_9
202201,101675,checking,2019-11-05,1744.63,Branch_8
202202,101676,savings,2020-01-20,2121.8,Branch_16
202203,101677,savings,2023-07-28,22893.56,Branch_20
202204,101677,checking,2019-01-06,11576.53,Branch_10
202205,101678,savings,2022-06-08,5782.12,Branch_17
202206,101679,savings,2019-06-10,1170.38,Branch_19
202207,101680,savings,2019-12-10,3128.06,Branch_18
202208,101681,checking,2022-04-05,33033.37,Branch_17
202209,101682,savings,2019-01-07,25320.45,Branch_2
202210,101683,checking,2025-03-16,9208.33,Branch_2
202211,101684,checking,2021-06-19,17355.56,Branch_7
202212,101684,loan-linked,2024-08-10,4711.71,Branch_3
202213,101685,checking,2021-10-24,6313.74,Branch_12
202214,101685,checking,2019-08-26,55.76,Branch_10
202215,101685,checking,2023-10-21,3258.16,Branch_11
202216,101686,savings,2023-01-27,1047.47,Branch_12
202217,101686,savings,2025-05-17,6672.76,Branch_15
202218,101687,checking,2021-03-03,7358.67,Branch_12
202219,101687,savings,2023-12-02,6772.34,Branch_7
202220,101687,checking,2022-09-22,21720.02,Branch_2
202221,101688,savings,2024-09-04,10266.14,Branch_9
202222,101689,loan-linked,2019-04-20,30235.69,Branch_14
202223,101689,savings,2019-07-04,1553.7,Branch_9
202224,101690,checking,2023-08-10,10295.77,Branch_4
202225,101691,savings,2025-06-05,17039.18,Branch_18
202226,101691,checking,2024-10-09,15822.41,Branch_15
202227,101692,checking,2023-06-15,11091.08,Branch_18
202228,101692,savings,2020-08-31,936.16,Branch_17
202229,101693,loan-linked,2025-08-01,12407.57,Branch_7
202230,101694,checking,2019-01-09,10457.42,Branch_14
202231,101694,checking,2020-01-28,7424.14,Branch_11
202232,101695,savings,2020-01-22,3354.9,Branch_8
202233,101696,savings,2024-01-20,14186.61,Branch_8
202234,101697,savings,2021-11-18,1015.9,Branch_10
202235,101698,checking,2019-05-10,6722.75,Branch_2
202236,101699,savings,2022-06-25,27963.76,Branch_19
202237,101700,savings,2025-04-17,10870.33,Branch_17
202238,101700,savings,2023-07-01,1192.33,Branch_11
202239,101701,savings,2020-01-11,16013.4,Branch_15
202240,101702,checking,2025-04-11,25330.04,Branch_10
202241,101702,savings,2024-02-03,344.46,Branch_12
202242,101703,checking,2019-03-29,35279.52,Branch_18
202243,101704,savings,2022-03-26,2646.38,Branch_4
202244,101705,checking,2023-02-09,4021.68,Branch_17
202245,101706,savings,2020-02-02,5578.69,Branch_10
202246,101707,savings,2019-07-13,16296.63,Branch_5
202247,101708,checking,2025-05-02,268.61,Branch_7
202248,101709,savings,2019-03-18,802.82,Branch_4
202249,101710,savings,2019-12-12,4727.73,Branch_1
202250,101710,checking,2020-10-11,579.51,Branch_12
202251,101711,savings,2023-01-26,7403.82,Branch_19
202252,101712,checking,2024-10-13,714.71,Branch_6
202253,101713,checking,2024-11-05,1518.21,Branch_17
202254,101714,savings,2020-10-18,17604.05,Branch_12
202255,101715,checking,2022-11-14,400.34,Branch_3
202256,101716,checking,2019-06-22,19062.1,Branch_20
202257,101717,checking,2024-03-09,38911.53,Branch_9
202258,101717,savings,2020-02-13,15762.76,Branch_8
202259,101718,loan-linked,2019-03-23,3340.27,Branch_3
202260,101718,checking,2025-02-02,4583.41,Branch_13
202261,101719,loan-linked,2023-05-07,11764.11,Branch_8
202262,101719,checking,2024-06-17,15588.9,Branch_8
202263,101720,savings,2022-01-11,2399.79,Branch_15
202264,101721,savings,2020-05-06,6275.27,Branch_8
202265,101722,checking,2024-05-03,247.91,Branch_6
202266,101723,loan-linked,2020-10-07,803.05,Branch_6
202267,101724,checking,2023-08-06,7284.62,Branch_10
202268,101725,savings,2020-04-17,12916.14,Branch_16
202269,101726,checking,2023-05-31,3527.47,Branch_19
202270,101726,savings,2021-10-25,584.73,Branch_19
202271,101727,savings,2021-10-01,5439.24,Branch_18
202272,101728,checking,2020-06-04,5594.73,Branch_10
202273,101728,savings,2023-12-29,10086.15,Branch_5
202274,101729,checking,2022-07-04,256.4,Branch_3
202275,101729,savings,2024-07-25,3685.36,Branch_18
202276,101730,savings,2025-02-07,8538.43,Branch_14
202277,101731,savings,2024-02-16,17503.65,Branch_3
202278,101731,checking,2020-11-21,3555.71,Branch_5
202279,101732,savings,2023-08-06,1171.88,Branch_7
202280,101732,loan-linked,2022-02-03,5517.17,Branch_11
202281,101733,savings,2025-09-13,9761.79,Branch_11
202282,101734,savings,2022-03-24,9833.75,Branch_17
202283,101734,checking,2022-08-26,26748.71,Branch_8
202284,101735,checking,2025-02-16,14515.69,Branch_8
202285,101735,savings,2020-05-27,938.74,Branch_16
202286,101736,savings,2025-02-19,126.17,Branch_11
202287,101737,checking,2021-12-01,2022.25,Branch_13
202288,101737,checking,2022-09-06,13368.49,Branch_16
202289,101737,checking,2021-03-15,11733.25,Branch_1
202290,101738,savings,2024-05-17,5688.31,Branch_9
202291,101738,savings,2020-11-27,860.23,Branch_13
202292,101739,checking,2020-06-02,15146.98,Branch_13
202293,101739,savings,2024-08-31,12494.78,Branch_12
202294,101740,savings,2025-09-16,2406.49,Branch_2
202295,101741,savings,2020-08-16,1995.31,Branch_19
202296,101741,savings,2025-04-17,2166.6,Branch_3
202297,101742,savings,2019-01-05,5384.67,Branch_19
202298,101743,savings,2021-07-12,6441.82,Branch_10
202299,101743,savings,2020-09-19,12090.93,Branch_7
202300,101744,checking,2022-12-07,587.35,Branch_15
202301,101745,savings,2022-12-24,10202.72,Branch_10
202302,101745,savings,2021-08-29,42984.06,Branch_12
202303,101746,checking,2025-03-08,13706.59,Branch_6
202304,101747,savings,2022-03-23,1156.32,Branch_16
202305,101748,savings,2020-11-15,571.38,Branch_14
202306,101749,savings,2024-04-04,22038.99,Branch_9
202307,101750,checking,2023-06-25,18220.9,Branch_15
202308,101751,savings,2021-11-25,2253.72,Branch_19
202309,101752,loan-linked,2022-12-12,11328.97,Branch_10
202310,101753,savings,2021-04-15,472.07,Branch_12
202311,101754,savings,2020-02-04,12952.09,Branch_9
202312,101754,savings,2025-08-27,7059.15,Branch_12
202313,101755,savings,2023-03-09,32981.21,Branch_9
202314,101755,loan-linked,2019-12-28,19159.87,Branch_3
202315,101756,savings,2023-06-07,22181.49,Branch_7
202316,101756,checking,2024-08-12,4480.83,Branch_9
202317,101757,savings,2024-10-08,8057.45,Branch_9
202318,101758,savings,2020-05-30,9920.14,Branch_16
202319,101759,checking,2022-03-19,1514.87,Branch_5
202320,101759,savings,2019-04-23,7204.76,Branch_8
202321,101760,savings,2020-11-28,9420.01,Branch_12
202322,101761,checking,2024-12-12,321.88,Branch_14
202323,101762,savings,2022-04-15,4151.25,Branch_1
202324,101762,checking,2022-12-12,21486.78,Branch_14
202325,101762,savings,2019-09-04,7317.77,Branch_18
202326,101763,checking,2021-09-12,2709.43,Branch_19
202327,101764,loan-linked,2024-07-03,16651.95,Branch_15
202328,101765,savings,2020-08-14,20480.75,Branch_17
202329,101766,loan-linked,2024-12-09,13239.8,Branch_7
202330,101767,savings,2024-10-23,14406.94,Branch_7
202331,101768,savings,2021-05-13,3152.13,Branch_15
202332,101769,savings,2022-06-05,15499.86,Branch_5
202333,101770,savings,2024-12-06,9562.52,Branch_20
202334,101771,savings,2025-02-11,12090.97,Branch_2
202335,101771,checking,2019-08-24,13705.77,Branch_7
202336,101771,checking,2020-02-21,3416.47,Branch_8
202337,101772,checking,2024-01-25,3244.89,Branch_14
202338,101773,savings,2021-02-12,9368.46,Branch_3
202339,101774,savings,2020-05-01,3682.6,Branch_13
202340,101775,savings,2019-02-06,2968.43,Branch_15
202341,101776,checking,2020-11-16,435.55,Branch_13
202342,101777,checking,2021-06-04,11360.89,Branch_7
202343,101778,savings,2019-05-14,19317.16,Branch_5
202344,101778,checking,2020-08-07,3412.89,Branch_5
202345,101779,savings,2023-08-28,7950.42,Branch_5
202346,101779,savings,2021-06-06,7045.35,Branch_3
202347,101779,savings,2025-07-10,1438.9,Branch_16
202348,101780,savings,2022-08-01,12588.91,Branch_6
